instanceID,courseCode,teacherID,studyPeriod,academicYear
I-3187,1182,19921127-0120,1.0,2016-2017
I-3188,1051,19900211-0140,3.0,2016-2017
I-3189,1200,19900317-0083,4.0,2016-2017
I-3190,1176,19900902-0090,3.0,2016-2017
I-3191,1169,19930512-0117,1.0,2016-2017
I-3192,1097,19901002-0085,2.0,2016-2017
I-3193,1074,19900211-0140,1.0,2016-2017
I-3194,1030,19750512-0043,3.0,2016-2017
I-3195,1209,19920122-0065,2.0,2017-2018
I-3196,1253,19771013-0040,3.0,2017-2018
I-3197,1129,19780602-0035,3.0,2017-2018
I-3198,1120,19931231-0099,1.0,2017-2018
I-3199,1064,19750102-0059,2.0,2017-2018
I-3200,1256,19750102-0059,1.0,2017-2018
I-3201,1151,19790426-0049,3.0,2017-2018
I-3202,1113,19781217-0053,2.0,2017-2018
I-3203,1105,19750705-0033,1.0,2017-2018
I-3204,1102,19900211-0140,3.0,2017-2018
I-3205,1192,19900801-0130,1.0,2018-2019
I-3206,1115,19910214-0084,3.0,2018-2019
I-3207,1210,19911025-0091,2.0,2018-2019
I-3208,1188,19920828-0070,1.0,2018-2019
I-3209,1255,19761009-0055,2.0,2018-2019
I-3210,1221,19921201-0094,2.0,2018-2019
I-3211,1211,19930414-0106,1.0,2018-2019
I-3212,1122,19930829-0082,3.0,2018-2019
I-3213,1079,19920504-0093,3.0,2018-2019
I-3214,1044,19790702-0038,2.0,2018-2019
I-3215,1029,19921201-0094,1.0,2019-2020
I-3216,1091,19750906-0032,4.0,2019-2020
I-3217,1059,19760108-0050,1.0,2019-2020
I-3218,1264,19750417-0051,3.0,2019-2020
I-3219,1169,19921208-0097,1.0,2019-2020
I-3220,1119,19750122-0056,3.0,2019-2020
I-3221,1066,19750417-0051,3.0,2019-2020
I-3222,1186,19901219-0125,2.0,2020-2021
I-3223,1116,19790702-0038,4.0,2020-2021
I-3224,1282,19900124-0064,2.0,2020-2021
I-3225,1196,19780815-0047,3.0,2020-2021
I-3226,1167,19750906-0032,3.0,2020-2021
I-3227,1242,19910327-0096,4.0,2020-2021
I-3228,1240,19750417-0051,3.0,2020-2021
I-3229,1139,19911025-0091,4.0,2020-2021
I-3230,1094,19900317-0083,1.0,2020-2021
I-3231,1043,19750220-0037,2.0,2020-2021
I-3232,1140,19751018-0039,2.0,2021-2022
I-3233,1215,19790426-0049,2.0,2021-2022
I-3234,1118,19780317-0052,3.0,2021-2022
I-3235,1276,19760524-0046,1.0,2021-2022
I-3236,1206,19920226-0075,1.0,2021-2022
I-3237,1187,19900616-0124,3.0,2021-2022
I-3238,1071,19750331-0036,4.0,2021-2022
I-3239,1009,19760108-0050,1.0,2021-2022
I-3240,1091,19930919-0137,2.0,2022-2023
I-3241,1076,19750906-0032,2.0,2022-2023
I-3242,1106,19781217-0053,4.0,2022-2023
I-3243,1039,19930302-0135,4.0,2022-2023
I-3244,1184,19930906-0110,4.0,2022-2023
I-3245,1069,19930414-0106,1.0,2022-2023
I-3246,1047,19901108-0087,2.0,2022-2023
I-3247,1007,19761024-0034,3.0,2022-2023
I-3248,1240,19910421-0067,2.0,2023-2024
I-3249,1197,19770224-0058,3.0,2023-2024
I-3250,1200,19930512-0117,2.0,2023-2024
I-3251,1121,19910101-0133,3.0,2023-2024
I-3252,1030,19930326-0132,1.0,2023-2024
I-3253,1006,19760524-0046,4.0,2023-2024
I-3254,1265,19910822-0122,4.0,2023-2024
I-3255,1212,19921208-0097,3.0,2023-2024
I-3256,1177,19780815-0047,3.0,2023-2024
I-3257,1158,19750220-0037,1.0,2023-2024
I-3258,1093,19900902-0114,4.0,2023-2024
I-3259,1078,19750722-0060,4.0,2023-2024
I-3260,1030,19750331-0036,3.0,2013-2014
I-3261,1152,19790717-0045,2.0,2013-2014
I-3262,1011,19761020-0044,4.0,2013-2014
I-3263,1296,19790708-0041,1.0,2013-2014
I-3264,1206,19750705-0033,1.0,2013-2014
I-3265,1188,19760108-0050,3.0,2013-2014
I-3266,1016,19920320-0121,1.0,2013-2014
I-3267,1201,19910817-0092,2.0,2014-2015
I-3268,1157,19910122-0077,1.0,2014-2015
I-3269,1295,19930512-0117,1.0,2014-2015
I-3270,1072,19900317-0083,1.0,2014-2015
I-3271,1096,19900511-0134,2.0,2014-2015
I-3272,1079,19790708-0041,4.0,2014-2015
I-3273,1068,19761024-0034,3.0,2014-2015
I-3274,1051,19910921-0136,2.0,2014-2015
I-3275,1030,19900511-0134,1.0,2014-2015
I-3276,1014,19751018-0039,2.0,2014-2015
I-3277,1144,19780602-0035,2.0,2015-2016
I-3278,1050,19910817-0092,4.0,2015-2016
I-3279,1277,19750722-0060,2.0,2015-2016
I-3280,1225,19771013-0040,2.0,2015-2016
I-3281,1040,19910403-0103,2.0,2015-2016
I-3282,1020,19900307-0105,3.0,2015-2016
I-3283,1186,19920504-0093,3.0,2015-2016
I-3284,1176,19780602-0035,1.0,2015-2016
I-3285,1177,19771013-0040,1.0,2015-2016
I-3286,1105,19901011-0119,3.0,2015-2016
I-3287,1018,19921002-0129,1.0,2015-2016
I-3288,1062,19931203-0066,1.0,2016-2017
I-3289,1238,19761024-0034,3.0,2016-2017
I-3290,1120,19920206-0072,3.0,2016-2017
I-3291,1150,19790708-0041,1.0,2016-2017
I-3292,1107,19931231-0099,1.0,2016-2017
I-3293,1080,19761009-0055,3.0,2016-2017
I-3294,1057,19910927-0128,1.0,2016-2017
I-3295,1276,19761020-0044,1.0,2017-2018
I-3296,1262,19760524-0046,2.0,2017-2018
I-3297,1026,19900818-0116,3.0,2017-2018
I-3298,1019,19751018-0039,1.0,2017-2018
I-3299,1299,19901108-0087,4.0,2017-2018
I-3300,1246,19760524-0046,3.0,2017-2018
I-3301,1225,19901026-0111,3.0,2017-2018
I-3302,1151,19930302-0135,1.0,2017-2018
I-3303,1014,19920206-0072,1.0,2017-2018
I-3304,1171,19900307-0105,4.0,2018-2019
I-3305,1143,19750220-0037,2.0,2018-2019
I-3306,1139,19920217-0098,1.0,2018-2019
I-3307,1292,19790717-0045,2.0,2018-2019
I-3308,1264,19790618-0048,2.0,2018-2019
I-3309,1198,19910101-0133,4.0,2018-2019
I-3310,1138,19750417-0051,2.0,2018-2019
I-3311,1062,19921218-0101,1.0,2018-2019
I-3312,1020,19750906-0032,3.0,2018-2019
I-3313,1061,19900201-0074,1.0,2019-2020
I-3314,1268,19921123-0108,1.0,2019-2020
I-3315,1188,19781217-0053,4.0,2019-2020
I-3316,1177,19900723-0126,3.0,2019-2020
I-3317,1078,19900701-0138,4.0,2019-2020
I-3318,1271,19900124-0064,1.0,2019-2020
I-3319,1191,19760524-0046,2.0,2019-2020
I-3320,1111,19901011-0119,2.0,2019-2020
I-3321,1072,19921201-0094,4.0,2019-2020
I-3322,1027,19750512-0043,4.0,2019-2020
I-3323,1118,19770713-0042,1.0,2020-2021
I-3324,1117,19921201-0094,2.0,2020-2021
I-3325,1279,19930326-0132,1.0,2020-2021
I-3326,1223,19920316-0107,3.0,2020-2021
I-3327,1029,19750331-0036,3.0,2020-2021
I-3328,1220,19760108-0050,1.0,2020-2021
I-3329,1209,19931231-0099,4.0,2020-2021
I-3330,1192,19931231-0099,4.0,2020-2021
I-3331,1099,19750331-0036,1.0,2020-2021
I-3332,1035,19930919-0137,1.0,2020-2021
I-3333,1030,19901002-0085,4.0,2020-2021
I-3334,1279,19770224-0058,4.0,2021-2022
I-3335,1192,19770224-0058,4.0,2021-2022
I-3336,1157,19931203-0066,3.0,2021-2022
I-3337,1043,19750906-0032,4.0,2021-2022
I-3338,1024,19761024-0034,3.0,2021-2022
I-3339,1237,19910403-0131,4.0,2021-2022
I-3340,1197,19921201-0094,3.0,2021-2022
I-3341,1173,19901108-0087,4.0,2021-2022
I-3342,1115,19900124-0064,2.0,2021-2022
I-3343,1297,19910122-0077,3.0,2022-2023
I-3344,1264,19781125-0031,3.0,2022-2023
I-3345,1224,19910206-0081,3.0,2022-2023
I-3346,1115,19751018-0039,4.0,2022-2023
I-3347,1104,19920917-0109,1.0,2022-2023
I-3348,1031,19900701-0113,4.0,2022-2023
I-3349,1205,19751018-0039,4.0,2022-2023
I-3350,1190,19761024-0034,1.0,2022-2023
I-3351,1077,19900902-0114,2.0,2022-2023
I-3352,1075,19750102-0059,3.0,2022-2023
I-3353,1060,19931226-0118,4.0,2022-2023
I-3354,1270,19781217-0053,4.0,2023-2024
I-3355,1153,19750220-0037,3.0,2023-2024
I-3356,1139,19790717-0045,1.0,2023-2024
I-3357,1131,19931231-0099,1.0,2023-2024
I-3358,1116,19900307-0105,4.0,2023-2024
I-3359,1064,19920505-0115,2.0,2023-2024
I-3360,1223,19770224-0058,1.0,2023-2024
I-3361,1216,19751018-0039,3.0,2023-2024
I-3362,1093,19931118-0062,4.0,2023-2024
I-3363,1069,19930228-0086,3.0,2023-2024
I-3364,1296,19750705-0033,2.0,2013-2014
I-3365,1175,19920217-0098,1.0,2013-2014
I-3366,1162,19750705-0033,3.0,2013-2014
I-3367,1191,19921123-0108,3.0,2013-2014
I-3368,1180,19781130-0054,1.0,2013-2014
I-3369,1106,19900909-0123,4.0,2013-2014
I-3370,1100,19790618-0048,3.0,2013-2014
I-3371,1273,19751018-0039,2.0,2014-2015
I-3372,1189,19761009-0055,4.0,2014-2015
I-3373,1247,19930616-0127,4.0,2014-2015
I-3374,1132,19920828-0070,2.0,2014-2015
I-3375,1116,19750906-0032,2.0,2014-2015
I-3376,1099,19920122-0065,3.0,2014-2015
I-3377,1274,19790618-0048,2.0,2014-2015
I-3378,1237,19780424-0057,4.0,2014-2015
I-3379,1179,19770713-0042,4.0,2014-2015
I-3380,1042,19750906-0032,3.0,2014-2015
I-3381,1081,19770224-0058,3.0,2015-2016
I-3382,1032,19901219-0125,3.0,2015-2016
I-3383,1278,19910404-0102,1.0,2015-2016
I-3384,1196,19921127-0120,2.0,2015-2016
I-3385,1142,19750722-0060,4.0,2015-2016
I-3386,1226,19920320-0121,2.0,2015-2016
I-3387,1224,19900619-0076,2.0,2015-2016
I-3388,1146,19900119-0104,1.0,2015-2016
I-3389,1050,19930414-0106,4.0,2015-2016
I-3390,1016,19781130-0054,4.0,2015-2016
I-3391,1293,19781217-0053,3.0,2016-2017
I-3392,1022,19770224-0058,4.0,2016-2017
I-3393,1211,19780424-0057,3.0,2016-2017
I-3394,1172,19771013-0040,2.0,2016-2017
I-3395,1288,19761009-0055,3.0,2016-2017
I-3396,1240,19761020-0044,4.0,2016-2017
I-3397,1155,19750906-0032,3.0,2016-2017
I-3398,1052,19920226-0075,2.0,2016-2017
I-3399,1015,19790426-0049,1.0,2016-2017
I-3400,1283,19921218-0101,3.0,2017-2018
I-3401,1210,19900211-0140,2.0,2017-2018
I-3402,1268,19750122-0056,4.0,2017-2018
I-3403,1247,19900909-0123,2.0,2017-2018
I-3404,1233,19760108-0050,3.0,2017-2018
I-3405,1128,19790618-0048,2.0,2017-2018
I-3406,1289,19750220-0037,3.0,2017-2018
I-3407,1174,19781130-0054,4.0,2017-2018
I-3408,1151,19781217-0053,4.0,2017-2018
I-3409,1086,19790708-0041,1.0,2017-2018
I-3410,1056,19780815-0047,2.0,2017-2018
I-3411,1052,19760524-0046,1.0,2017-2018
I-3412,1216,19750417-0051,3.0,2018-2019
I-3413,1124,19790702-0038,3.0,2018-2019
I-3414,1299,19750512-0043,4.0,2018-2019
I-3415,1213,19761009-0055,1.0,2018-2019
I-3416,1187,19900801-0130,4.0,2018-2019
I-3417,1019,19790426-0049,3.0,2018-2019
I-3418,1279,19750220-0037,1.0,2018-2019
I-3419,1218,19910403-0131,2.0,2018-2019
I-3420,1135,19781217-0053,2.0,2018-2019
I-3421,1097,19750417-0051,2.0,2018-2019
I-3422,1175,19920316-0107,3.0,2019-2020
I-3423,1020,19780815-0047,4.0,2019-2020
I-3424,1276,19910327-0096,2.0,2019-2020
I-3425,1258,19770713-0042,1.0,2019-2020
I-3426,1107,19921002-0129,2.0,2019-2020
I-3427,1292,19750220-0037,1.0,2019-2020
I-3428,1271,19900317-0083,1.0,2019-2020
I-3429,1201,19910817-0092,2.0,2019-2020
I-3430,1078,19760524-0046,4.0,2019-2020
I-3431,1242,19900511-0134,1.0,2020-2021
I-3432,1229,19790426-0049,1.0,2020-2021
I-3433,1194,19771013-0040,1.0,2020-2021
I-3434,1112,19900201-0074,1.0,2020-2021
I-3435,1269,19900801-0130,1.0,2020-2021
I-3436,1177,19761009-0055,3.0,2020-2021
I-3437,1113,19750512-0043,4.0,2020-2021
I-3438,1099,19930508-0061,2.0,2020-2021
I-3439,1019,19910421-0067,4.0,2020-2021
I-3440,1243,19901026-0111,4.0,2021-2022
I-3441,1280,19780424-0057,3.0,2021-2022
I-3442,1271,19790618-0048,1.0,2021-2022
I-3443,1114,19910927-0128,4.0,2021-2022
I-3444,1090,19750331-0036,3.0,2021-2022
I-3445,1295,19910101-0133,2.0,2021-2022
I-3446,1248,19930414-0106,4.0,2021-2022
I-3447,1038,19920505-0115,1.0,2021-2022
I-3448,1010,19930919-0137,1.0,2021-2022
I-3449,1154,19790717-0045,1.0,2022-2023
I-3450,1067,19920826-0088,2.0,2022-2023
I-3451,1151,19750722-0060,3.0,2022-2023
I-3452,1116,19781217-0053,4.0,2022-2023
I-3453,1206,19760108-0050,3.0,2022-2023
I-3454,1134,19920206-0072,1.0,2022-2023
I-3455,1044,19910514-0068,2.0,2022-2023
I-3456,1025,19931212-0079,2.0,2022-2023
I-3457,1135,19910822-0122,3.0,2023-2024
I-3458,1127,19921218-0101,2.0,2023-2024
I-3459,1217,19920602-0073,1.0,2023-2024
I-3460,1057,19790717-0045,2.0,2023-2024
I-3461,1256,19780602-0035,1.0,2023-2024
I-3462,1195,19900511-0134,4.0,2023-2024
I-3463,1173,19781217-0053,2.0,2023-2024
I-3464,1102,19750122-0056,3.0,2023-2024
I-3465,1077,19750122-0056,4.0,2023-2024
I-3466,1032,19760108-0050,1.0,2023-2024
I-3467,1240,19910214-0084,4.0,2013-2014
I-3468,1222,19910404-0102,4.0,2013-2014
I-3469,1223,19920226-0075,3.0,2013-2014
I-3470,1205,19900119-0104,4.0,2013-2014
I-3471,1149,19910820-0078,3.0,2013-2014
I-3472,1241,19770224-0058,1.0,2013-2014
I-3473,1207,19910421-0067,1.0,2013-2014
I-3474,1132,19761009-0055,1.0,2013-2014
I-3475,1097,19920826-0088,4.0,2013-2014
I-3476,1037,19910817-0092,2.0,2013-2014
I-3477,1013,19900619-0076,1.0,2014-2015
I-3478,1204,19761009-0055,1.0,2014-2015
I-3479,1105,19770224-0058,1.0,2014-2015
I-3480,1222,19781130-0054,3.0,2014-2015
I-3481,1188,19790717-0045,3.0,2014-2015
I-3482,1181,19780815-0047,4.0,2014-2015
I-3483,1095,19761009-0055,4.0,2014-2015
I-3484,1082,19750220-0037,3.0,2014-2015
I-3485,1079,19910403-0131,2.0,2015-2016
I-3486,1223,19761020-0044,2.0,2015-2016
I-3487,1139,19921201-0094,3.0,2015-2016
I-3488,1160,19790618-0048,2.0,2015-2016
I-3489,1078,19770713-0042,3.0,2015-2016
I-3490,1076,19900430-0112,3.0,2015-2016
I-3491,1044,19750705-0033,4.0,2015-2016
I-3492,1003,19920217-0098,1.0,2015-2016
I-3493,1136,19750512-0043,2.0,2016-2017
I-3494,1256,19750220-0037,2.0,2016-2017
I-3495,1208,19910822-0122,1.0,2016-2017
I-3496,1164,19931203-0066,1.0,2016-2017
I-3497,1029,19760108-0050,4.0,2016-2017
I-3498,1234,19750722-0060,1.0,2016-2017
I-3499,1176,19761024-0034,4.0,2016-2017
I-3500,1175,19931203-0066,1.0,2016-2017
I-3501,1115,19761020-0044,3.0,2016-2017
I-3502,1098,19750512-0043,2.0,2017-2018
I-3503,1083,19910403-0131,2.0,2017-2018
I-3504,1293,19790702-0038,1.0,2017-2018
I-3505,1259,19770224-0058,4.0,2017-2018
I-3506,1190,19901011-0119,2.0,2017-2018
I-3507,1272,19780815-0047,4.0,2017-2018
I-3508,1233,19900902-0114,1.0,2017-2018
I-3509,1105,19750220-0037,1.0,2017-2018
I-3510,1059,19910206-0081,4.0,2017-2018
I-3511,1281,19930508-0061,4.0,2018-2019
I-3512,1299,19920320-0121,1.0,2018-2019
I-3513,1187,19900902-0090,4.0,2018-2019
I-3514,1148,19751018-0039,2.0,2018-2019
I-3515,1294,19910101-0133,3.0,2018-2019
I-3516,1263,19760524-0046,1.0,2018-2019
I-3517,1191,19930709-0100,3.0,2018-2019
I-3518,1074,19781130-0054,1.0,2018-2019
I-3519,1187,19761020-0044,2.0,2019-2020
I-3520,1003,19771013-0040,1.0,2019-2020
I-3521,1208,19910214-0084,2.0,2019-2020
I-3522,1161,19900616-0124,2.0,2019-2020
I-3523,1282,19780815-0047,3.0,2019-2020
I-3524,1129,19760108-0050,4.0,2019-2020
I-3525,1065,19920206-0072,1.0,2019-2020
I-3526,1063,19761020-0044,2.0,2019-2020
I-3527,1233,19780602-0035,4.0,2020-2021
I-3528,1219,19920217-0098,2.0,2020-2021
I-3529,1145,19790618-0048,4.0,2020-2021
I-3530,1130,19900211-0140,2.0,2020-2021
I-3531,1251,19900321-0080,2.0,2020-2021
I-3532,1218,19781217-0053,3.0,2020-2021
I-3533,1154,19750122-0056,2.0,2020-2021
I-3534,1100,19790618-0048,1.0,2020-2021
I-3535,1003,19781217-0053,4.0,2020-2021
I-3536,1153,19910820-0078,4.0,2021-2022
I-3537,1223,19790717-0045,4.0,2021-2022
I-3538,1143,19760108-0050,4.0,2021-2022
I-3539,1099,19910822-0122,1.0,2021-2022
I-3540,1003,19781130-0054,2.0,2021-2022
I-3541,1254,19900511-0134,4.0,2021-2022
I-3542,1238,19910514-0068,3.0,2021-2022
I-3543,1226,19790702-0038,1.0,2021-2022
I-3544,1212,19930829-0082,4.0,2021-2022
I-3545,1129,19910206-0081,2.0,2021-2022
I-3546,1056,19781125-0031,1.0,2021-2022
I-3547,1189,19770713-0042,2.0,2022-2023
I-3548,1084,19760524-0046,3.0,2022-2023
I-3549,1124,19750722-0060,1.0,2022-2023
I-3550,1024,19901219-0125,3.0,2022-2023
I-3551,1239,19750417-0051,1.0,2022-2023
I-3552,1144,19910817-0092,1.0,2022-2023
I-3553,1142,19920206-0072,1.0,2022-2023
I-3554,1110,19920505-0115,1.0,2022-2023
I-3555,1071,19901011-0119,1.0,2022-2023
I-3556,1060,19750220-0037,1.0,2022-2023
I-3557,1243,19761024-0034,1.0,2023-2024
I-3558,1061,19761024-0034,2.0,2023-2024
I-3559,1255,19780317-0052,3.0,2023-2024
I-3560,1214,19760524-0046,4.0,2023-2024
I-3561,1102,19781125-0031,3.0,2023-2024
I-3562,1274,19930616-0127,2.0,2023-2024
I-3563,1218,19910514-0068,4.0,2023-2024
I-3564,1210,19750722-0060,2.0,2023-2024
I-3565,1158,19790708-0041,4.0,2023-2024
I-3566,1122,19900619-0076,1.0,2023-2024
I-3567,1037,19780317-0052,1.0,2013-2014
I-3568,1151,19911116-0069,4.0,2013-2014
I-3569,1127,19790717-0045,2.0,2013-2014
I-3570,1049,19781125-0031,1.0,2013-2014
I-3571,1259,19930616-0127,1.0,2013-2014
I-3572,1243,19761009-0055,3.0,2013-2014
I-3573,1051,19901108-0087,3.0,2013-2014
I-3574,1013,19760524-0046,4.0,2013-2014
I-3575,1012,19750220-0037,1.0,2013-2014
I-3576,1184,19921201-0094,2.0,2014-2015
I-3577,1146,19770713-0042,4.0,2014-2015
I-3578,1055,19761009-0055,4.0,2014-2015
I-3579,1253,19910404-0102,2.0,2014-2015
I-3580,1171,19920206-0072,3.0,2014-2015
I-3581,1134,19910921-0136,1.0,2014-2015
I-3582,1052,19750220-0037,2.0,2014-2015
I-3583,1184,19750122-0056,2.0,2015-2016
I-3584,1174,19780317-0052,1.0,2015-2016
I-3585,1144,19911116-0069,1.0,2015-2016
I-3586,1071,19790717-0045,4.0,2015-2016
I-3587,1241,19910820-0078,1.0,2015-2016
I-3588,1207,19770713-0042,3.0,2015-2016
I-3589,1106,19921123-0108,4.0,2015-2016
I-3590,1097,19790702-0038,3.0,2015-2016
I-3591,1063,19911025-0091,1.0,2015-2016
I-3592,1017,19781130-0054,3.0,2016-2017
I-3593,1144,19751018-0039,2.0,2016-2017
I-3594,1145,19790702-0038,1.0,2016-2017
I-3595,1051,19790702-0038,2.0,2016-2017
I-3596,1230,19910101-0133,2.0,2016-2017
I-3597,1206,19930228-0086,2.0,2016-2017
I-3598,1200,19911116-0069,1.0,2016-2017
I-3599,1194,19900801-0130,3.0,2016-2017
I-3600,1172,19931212-0079,1.0,2016-2017
I-3601,1160,19780424-0057,1.0,2016-2017
I-3602,1170,19770713-0042,3.0,2017-2018
I-3603,1182,19900201-0074,3.0,2017-2018
I-3604,1046,19921201-0094,2.0,2017-2018
I-3605,1023,19780815-0047,2.0,2017-2018
I-3606,1247,19920504-0093,3.0,2017-2018
I-3607,1223,19761020-0044,3.0,2017-2018
I-3608,1199,19921127-0120,4.0,2017-2018
I-3609,1063,19750705-0033,4.0,2017-2018
I-3610,1017,19910403-0103,3.0,2017-2018
I-3611,1100,19931212-0079,4.0,2018-2019
I-3612,1261,19920320-0121,3.0,2018-2019
I-3613,1207,19790717-0045,4.0,2018-2019
I-3614,1120,19930228-0086,2.0,2018-2019
I-3615,1056,19781130-0054,1.0,2018-2019
I-3616,1283,19750102-0059,3.0,2018-2019
I-3617,1199,19930906-0110,4.0,2018-2019
I-3618,1162,19901026-0111,4.0,2018-2019
I-3619,1020,19921218-0101,4.0,2018-2019
I-3620,1082,19910403-0103,1.0,2019-2020
I-3621,1055,19790702-0038,4.0,2019-2020
I-3622,1214,19790708-0041,1.0,2019-2020
I-3623,1154,19790702-0038,1.0,2019-2020
I-3624,1131,19910122-0077,4.0,2019-2020
I-3625,1017,19771013-0040,2.0,2019-2020
I-3626,1255,19931203-0066,3.0,2019-2020
I-3627,1242,19930512-0117,3.0,2019-2020
I-3628,1199,19760108-0050,1.0,2019-2020
I-3629,1185,19900321-0080,1.0,2019-2020
I-3630,1063,19750417-0051,3.0,2019-2020
I-3631,1022,19750512-0043,1.0,2020-2021
I-3632,1215,19900321-0080,4.0,2020-2021
I-3633,1212,19900520-0063,3.0,2020-2021
I-3634,1059,19781130-0054,3.0,2020-2021
I-3635,1017,19901219-0125,3.0,2020-2021
I-3636,1284,19771013-0040,1.0,2020-2021
I-3637,1266,19770224-0058,2.0,2020-2021
I-3638,1206,19900426-0089,2.0,2020-2021
I-3639,1174,19780317-0052,3.0,2020-2021
I-3640,1039,19920217-0098,1.0,2020-2021
I-3641,1009,19901011-0119,4.0,2020-2021
I-3642,1285,19750512-0043,1.0,2021-2022
I-3643,1254,19751018-0039,4.0,2021-2022
I-3644,1241,19790702-0038,3.0,2021-2022
I-3645,1189,19790717-0045,3.0,2021-2022
I-3646,1110,19901108-0087,2.0,2021-2022
I-3647,1080,19750220-0037,2.0,2021-2022
I-3648,1035,19780602-0035,3.0,2021-2022
I-3649,1011,19901026-0111,1.0,2021-2022
I-3650,1235,19790717-0045,1.0,2022-2023
I-3651,1140,19921002-0129,4.0,2022-2023
I-3652,1289,19781125-0031,3.0,2022-2023
I-3653,1252,19761024-0034,1.0,2022-2023
I-3654,1205,19910101-0133,3.0,2022-2023
I-3655,1091,19750331-0036,3.0,2022-2023
I-3656,1269,19750722-0060,4.0,2022-2023
I-3657,1204,19780602-0035,2.0,2022-2023
I-3658,1157,19780317-0052,4.0,2022-2023
I-3659,1110,19750122-0056,1.0,2022-2023
I-3660,1036,19780815-0047,4.0,2022-2023
I-3661,1268,19900307-0105,1.0,2023-2024
I-3662,1280,19930302-0135,3.0,2023-2024
I-3663,1200,19900818-0116,3.0,2023-2024
I-3664,1084,19781217-0053,3.0,2023-2024
I-3665,1061,19790717-0045,3.0,2023-2024
I-3666,1252,19760524-0046,2.0,2023-2024
I-3667,1209,19920217-0098,1.0,2023-2024
I-3668,1090,19930616-0127,3.0,2023-2024
I-3669,1040,19790702-0038,2.0,2023-2024
I-3670,1143,19900520-0063,4.0,2013-2014
I-3671,1088,19900321-0080,3.0,2013-2014
I-3672,1247,19780815-0047,2.0,2013-2014
I-3673,1055,19921201-0094,3.0,2013-2014
I-3674,1182,19770224-0058,2.0,2013-2014
I-3675,1087,19901011-0119,4.0,2013-2014
I-3676,1059,19781130-0054,3.0,2013-2014
I-3677,1049,19910927-0128,3.0,2013-2014
I-3678,1294,19761024-0034,4.0,2014-2015
I-3679,1101,19750331-0036,3.0,2014-2015
I-3680,1274,19910403-0103,3.0,2014-2015
I-3681,1131,19750906-0032,4.0,2014-2015
I-3682,1295,19921127-0120,4.0,2014-2015
I-3683,1258,19761009-0055,1.0,2014-2015
I-3684,1251,19920226-0075,2.0,2014-2015
I-3685,1046,19920217-0098,2.0,2014-2015
I-3686,1041,19790717-0045,1.0,2014-2015
I-3687,1258,19790708-0041,2.0,2015-2016
I-3688,1106,19901011-0119,1.0,2015-2016
I-3689,1266,19760524-0046,3.0,2015-2016
I-3690,1238,19900801-0130,1.0,2015-2016
I-3691,1103,19910404-0102,2.0,2015-2016
I-3692,1010,19781130-0054,3.0,2015-2016
I-3693,1199,19780317-0052,1.0,2015-2016
I-3694,1050,19750102-0059,3.0,2015-2016
I-3695,1041,19910206-0081,3.0,2015-2016
I-3696,1023,19790717-0045,2.0,2015-2016
I-3697,1015,19760524-0046,2.0,2015-2016
I-3698,1013,19910927-0128,4.0,2015-2016
I-3699,1257,19771013-0040,4.0,2016-2017
I-3700,1263,19750417-0051,1.0,2016-2017
I-3701,1179,19761024-0034,2.0,2016-2017
I-3702,1135,19920504-0093,4.0,2016-2017
I-3703,1199,19930512-0117,3.0,2016-2017
I-3704,1158,19780424-0057,2.0,2016-2017
I-3705,1027,19920316-0107,3.0,2016-2017
I-3706,1026,19930228-0086,4.0,2016-2017
I-3707,1171,19910404-0102,2.0,2017-2018
I-3708,1286,19900119-0104,3.0,2017-2018
I-3709,1133,19761024-0034,1.0,2017-2018
I-3710,1035,19910822-0122,1.0,2017-2018
I-3711,1262,19920505-0115,3.0,2017-2018
I-3712,1217,19910514-0068,2.0,2017-2018
I-3713,1090,19790618-0048,4.0,2017-2018
I-3714,1069,19931231-0099,2.0,2017-2018
I-3715,1019,19901026-0111,2.0,2017-2018
I-3716,1009,19900520-0063,4.0,2018-2019
I-3717,1246,19920505-0115,1.0,2018-2019
I-3718,1173,19910921-0136,1.0,2018-2019
I-3719,1130,19761009-0055,3.0,2018-2019
I-3720,1092,19790708-0041,2.0,2018-2019
I-3721,1266,19910817-0092,2.0,2018-2019
I-3722,1229,19930829-0082,2.0,2018-2019
I-3723,1166,19921123-0108,4.0,2018-2019
I-3724,1150,19920602-0073,1.0,2018-2019
I-3725,1107,19750220-0037,2.0,2018-2019
I-3726,1059,19900909-0123,3.0,2018-2019
I-3727,1015,19770224-0058,2.0,2019-2020
I-3728,1261,19781125-0031,3.0,2019-2020
I-3729,1190,19780317-0052,3.0,2019-2020
I-3730,1187,19750512-0043,1.0,2019-2020
I-3731,1050,19751018-0039,4.0,2019-2020
I-3732,1225,19780815-0047,4.0,2019-2020
I-3733,1224,19921208-0097,3.0,2019-2020
I-3734,1126,19771013-0040,4.0,2019-2020
I-3735,1114,19911025-0091,3.0,2019-2020
I-3736,1091,19790618-0048,3.0,2019-2020
I-3737,1281,19900909-0123,3.0,2020-2021
I-3738,1171,19781125-0031,2.0,2020-2021
I-3739,1162,19790717-0045,1.0,2020-2021
I-3740,1146,19790618-0048,2.0,2020-2021
I-3741,1099,19930709-0100,3.0,2020-2021
I-3742,1248,19781125-0031,2.0,2020-2021
I-3743,1223,19931118-0062,1.0,2020-2021
I-3744,1220,19790618-0048,1.0,2020-2021
